"session","created","modified","ended","expired","respondentID","doePath","doe","autoAttendantImg_beg","pageTime3","pageTime4","transportMode_regular","transportMode_regularOther","transportMode_occassionally","transportMode_occassionallyOther","transportMode_never","pageTime5","modeChangeBus","modeChangeRail","modeChangeRH","modeChangeSharedRH","pageTime6","avFamiliarity","automationComfort","transportCosts","avSafety","avBenefit","transportOptions","sharingWillingness","ptAccess","vehicleAccess","environmentConsid","pageTime7","pageTime8","pageTime9","pageTime10","attentionCheck","attentionScreenout"
"e6d_E6dsGEgeI1XVAHmmXOptGYWzccS4cgj5HKjL2x3vLuvHqAkY_kL6BVhvcRy9","2021-10-14 00:46:41","2021-10-14 00:50:47","2021-10-14 00:50:47","","2150","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 00:46:42","2021-10-14 00:46:46","personalVehicle","","rail","","bus","2021-10-14 00:46:57","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-14 00:47:04","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-14 00:47:17","2021-10-14 00:47:21","2021-10-14 00:47:26","2021-10-14 00:47:32","attendant_no","0"
"AYa-D7dQSd5W9BGjO0ZvhmBh7QoA2O_qyOJ4WjdcnCQlowhNgsMi81MN2w6WeHrg","2021-10-14 00:56:51","2021-10-14 01:02:18","2021-10-14 01:02:18","","2464","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 00:56:52","2021-10-14 00:58:20","personalVehicle","","bus","","rail","2021-10-14 00:58:40","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-14 00:58:40","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-14 00:58:48","2021-10-14 00:58:52","2021-10-14 00:59:04","2021-10-14 00:59:12","attendant_no","0"
"A-Qgr-qhBuc0zeUwS-vSuophaUC6xFw7Qz2Ih-pom6DLY-zPL4nwR0LlvoPvSdRl","2021-10-14 01:11:54","2021-10-14 01:13:32","2021-10-14 01:13:32","","1316","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 01:11:55","2021-10-14 01:12:04","personalVehicle","","RH","","metroaccess","2021-10-14 01:12:25","less","less","same","less","2021-10-14 01:12:38","agree","agree","neutral","neutral","neutral","agree","neutral","disagree","agreeStrong","neutral","2021-10-14 01:13:08","2021-10-14 01:13:10","2021-10-14 01:13:18","2021-10-14 01:13:23","attendant_no","0"
"68n-Up8L4hBABuv33hQqsdktPrSOhhWix-eYiHJuvNsvIYYYnB16IwoGsAXdu2ZE","2021-10-14 01:25:02","2021-10-14 01:26:11","2021-10-14 01:26:11","","1830","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 01:25:02","2021-10-14 01:25:19","rail, metroaccess","","rail, RH","","RH","2021-10-14 01:25:32","same","same","less","same","2021-10-14 01:25:39","neutral","neutral","disagree","neutral","disagree","neutral","neutral","agreeStrong","agree","neutral","2021-10-14 01:25:55","2021-10-14 01:25:57","2021-10-14 01:26:04","2021-10-14 01:26:07","attendant_no","0"
"3A7hsQiQi5VolCchfz8whvy1ZmCYbXADTX_QQUC4_lm4BG8s2VIPtspHqG61J7cU","2021-10-14 01:26:51","2021-10-14 01:33:35","2021-10-14 01:33:35","","3115","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 01:26:52","2021-10-14 01:27:55","personalVehicle, RH","","RH","","metroaccess","2021-10-14 01:29:17","same","same","more","less","2021-10-14 01:29:17","agreeStrong","agreeStrong","disagreeStrong","agree","disagreeStrong","agreeStrong","agree","agreeStrong","agree","agreeStrong","2021-10-14 01:32:13","2021-10-14 01:32:24","2021-10-14 01:33:00","2021-10-14 01:33:23","attendant_no","0"
"mR1dPOkfpPeq_1l6GBkmY9EwI0TaCoVgh8sgGxJTqs-mlh-W2b3NIeAk5oGsJFmG","2021-10-14 01:30:16","2021-10-14 01:35:06","2021-10-14 01:35:07","","4457","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 01:30:17","2021-10-14 01:31:19","personalVehicle","","personalVehicle","","bus, sharedRH, metroaccess","2021-10-14 01:32:18","less","neverUsed","less","less","2021-10-14 01:32:18","agree","disagree","neutral","neutral","neutral","agree","disagreeStrong","agree","agreeStrong","neutral","2021-10-14 01:34:08","2021-10-14 01:34:14","2021-10-14 01:34:27","2021-10-14 01:34:52","attendant_no","0"
"h119ok6fzTnjdhatXo43bOJwooWphpHsMK3iwfG83tTDaW3x5OOVMD3kxw3BZ2cj","2021-10-14 01:30:43","2021-10-14 01:33:39","2021-10-14 01:33:39","","935","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 01:30:43","2021-10-14 01:30:54","bus","","personalVehicle","","bus","2021-10-14 01:31:02","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-14 01:31:07","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-14 01:31:12","2021-10-14 01:31:15","2021-10-14 01:31:22","2021-10-14 01:31:27","attendant_no","0"
"NuRgGyHyRvAsCLvmXG3ZzHSJ0p6Mbl8LA7z2Zv3X3dszdD6_7WC5gY7fXD3qc-aW","2021-10-14 02:11:43","2021-10-14 02:14:56","2021-10-14 02:14:56","","4848","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 02:11:44","2021-10-14 02:12:09","personalVehicle, bus, rail","","sharedRH","","usedAll","2021-10-14 02:13:03","less","less","less","less","2021-10-14 02:13:03","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","neutral","2021-10-14 02:14:16","2021-10-14 02:14:23","2021-10-14 02:14:34","2021-10-14 02:14:42","attendant_no","0"
"d2K3G03np-EqT0tsymWnZde-wOAxYT6Q7X13iIOlE9-7Ug2QwLNPAn43NZa5RA0d","2021-10-14 02:12:54","","","","1574","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 02:12:55","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TA7R8FyflUYi7i4cH4HbZoSysjaI20Y-n6zV2pC-uH8cRANlA8muL3WtFz_HzUJ8","2021-10-14 02:19:48","2021-10-14 02:23:44","2021-10-14 02:23:44","","503","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 02:19:49","2021-10-14 02:20:02","personalVehicle","","bus","","RH","2021-10-14 02:22:00","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-14 02:22:05","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-14 02:22:25","2021-10-14 02:22:29","2021-10-14 02:22:42","2021-10-14 02:22:47","attendant_no","0"
"E2m1opZjvIZdc8sqQCrcDHusIrfK_rKC7EvsiZfSOV-mVQGooV0aCQMUw-yhapzF","2021-10-14 02:21:02","2021-10-14 02:23:25","2021-10-14 02:23:25","","4065","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 02:21:03","2021-10-14 02:21:16","personalVehicle","","other","Carpool ","usedAll","2021-10-14 02:21:52","less","less","less","less","2021-10-14 02:22:07","agree","agreeStrong","neutral","disagree","agree","neutral","disagree","agree","agree","neutral","2021-10-14 02:22:54","2021-10-14 02:22:56","2021-10-14 02:23:07","2021-10-14 02:23:15","attendant_no","0"
"uaoEfCjsgeBDj_qpKTxyV54mzSIvbfP8BZNQWpmpR3y6p7N2aFuYnJgSKpEsiXu7","2021-10-14 02:27:22","","","","404","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 02:27:22","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hd1Q-Hrwh8KqxUBVgInCynWKrdkGygo5AsFL8LYIIxLtU2_w__F7g_XmEskZZS2_","2021-10-14 02:30:45","2021-10-14 02:35:09","2021-10-14 02:35:09","","4221","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 02:30:46","2021-10-14 02:30:51","personalVehicle","","rail","","rail","2021-10-14 02:31:00","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-14 02:31:44","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-14 02:31:52","2021-10-14 02:31:56","2021-10-14 02:32:02","2021-10-14 02:32:06","attendant_no","0"
"86XUhHAT8Ab1HfGw9og__65ZgavVAjNCeKsuLPgcfDJ2oBibbSrTOLp2ZnnqglCg","2021-10-14 02:33:32","2021-10-14 02:35:39","2021-10-14 02:35:39","","3080","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 02:33:33","2021-10-14 02:33:58","bus, metroaccess, other","","bus, other","Juju","personalVehicle, usedAll","2021-10-14 02:34:49","more","same","less","same","2021-10-14 02:34:49","agree","disagree","disagreeStrong","agree","neutral","disagree","disagreeStrong","agreeStrong","agreeStrong","disagree","2021-10-14 02:35:15","2021-10-14 02:35:18","2021-10-14 02:35:27","2021-10-14 02:35:33","non_auto","1"
"82aEDJD3iGUAow57yXxBrts5xqCi73p6LFtwmGdJXqm7B_od08u5VqJPY9NzN6L-","2021-10-14 02:35:56","2021-10-14 02:42:07","2021-10-14 02:42:08","","806","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 02:35:57","2021-10-14 02:37:18","personalVehicle","","personalVehicle","","RH","2021-10-14 02:38:06","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-14 02:38:06","disagree","disagreeStrong","neutral","disagreeStrong","agree","neutral","disagreeStrong","agree","agreeStrong","disagree","2021-10-14 02:39:27","2021-10-14 02:40:57","2021-10-14 02:41:20","2021-10-14 02:41:53","attendant_no","0"
"4QEssL6RihDDTx3a0JL_sTxRfga3Z3wB429LSlHpk89A8O2YdrIxnUgsaeVLvWDT","2021-10-14 02:40:51","2021-10-14 02:49:37","2021-10-14 02:49:37","","4129","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 02:40:53","2021-10-14 02:41:50","personalVehicle, bus, RH","","personalVehicle, bus, rail, RH","","sharedRH, metroaccess","2021-10-14 02:46:53","less","less","more","neverUsed","2021-10-14 02:46:53","disagree","neutral","neutral","disagree","agree","disagree","disagreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-14 02:48:02","2021-10-14 02:48:06","2021-10-14 02:48:50","2021-10-14 02:49:24","attendant_no","0"
"XxljdG2Twn4liZ_5_L2XhH3cidN1WNjPSLfsLEELdQ3MNXG7d3TNs7mps_E5MQnN","2021-10-14 02:47:56","2021-10-14 02:50:06","2021-10-14 02:50:06","","2471","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 02:47:57","2021-10-14 02:48:15","personalVehicle","","rail","","rail","2021-10-14 02:48:24","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-14 02:48:31","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-14 02:48:40","2021-10-14 02:48:45","2021-10-14 02:48:53","2021-10-14 02:48:57","attendant_no","0"
"CsGABsEX86Yd5u6Neu9uXwsYrVqerkH68hAj6PrR6H7PC0zEd0SkWgLOXVleWpTD","2021-10-14 02:49:20","2021-10-14 02:54:35","2021-10-14 02:54:35","","4485","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 02:49:21","2021-10-14 02:49:26","personalVehicle","","bus","","rail","2021-10-14 02:49:37","more","more","more","more","2021-10-14 02:49:55","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-14 02:52:19","2021-10-14 02:53:51","2021-10-14 02:54:06","2021-10-14 02:54:15","attendant_no","0"
"SMhk-I3zqk0Gs-AYHqSl05Dn3oxAc80w8p9HSAspH-E6_xeEwmSVNfSiQwkzWGZv","2021-10-14 02:52:17","2021-10-14 02:55:02","2021-10-14 02:55:02","","821","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 02:52:18","2021-10-14 02:53:28","other","","other","","usedAll","2021-10-14 02:53:44","more","neverUsed","neverUsed","neverUsed","2021-10-14 02:53:44","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-14 02:53:55","2021-10-14 02:54:16","2021-10-14 02:54:42","2021-10-14 02:54:54","attendant_no","0"
"mdjHNl1TQJ_d_7PdHtxEUOYbSYur0_7YxqM1Om21TJ1m7kol-DQJy3fbEkDUSs2w","2021-10-14 02:57:46","2021-10-14 02:59:03","2021-10-14 02:59:03","","4480","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 02:57:47","2021-10-14 02:57:56","personalVehicle","","bus","","sharedRH","2021-10-14 02:58:08","more","same","less","less","2021-10-14 02:58:18","neutral","disagree","agree","neutral","agree","neutral","agree","disagree","agree","neutral","2021-10-14 02:58:36","2021-10-14 02:58:38","2021-10-14 02:58:47","2021-10-14 02:58:51","attendant_no","0"
"ZnJuTZbmPdb1o2BAzwTruAE-MbTeiwEX7i1N7PASLC4MZmRkITas7lOn-GdrMsQg","2021-10-14 02:58:46","2021-10-14 03:03:12","2021-10-14 03:03:13","","4869","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 02:58:46","2021-10-14 02:58:55","personalVehicle","","bus","","personalVehicle","2021-10-14 02:59:09","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-14 02:59:36","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-14 02:59:42","2021-10-14 02:59:45","2021-10-14 02:59:51","2021-10-14 02:59:56","attendant_no","0"
"dtFaPN5gfDLxxl-ZQtpMOJEUHRfXpClOIO0jqozasD-kzobW14UASaClKyV2ZPGi","2021-10-14 03:20:13","2021-10-14 03:24:22","2021-10-14 03:24:22","","1504","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 03:20:14","2021-10-14 03:20:22","sharedRH","","personalVehicle","","bus","2021-10-14 03:20:32","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-14 03:21:05","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-14 03:21:15","2021-10-14 03:21:17","2021-10-14 03:21:27","2021-10-14 03:21:32","attendant_no","0"
"pZRbGQE-TWUOnB5INslx1Pzdsa6W94pr4netLjZZt3zbpodX2xqFXJupuxYIwkWU","2021-10-14 03:32:24","2021-10-14 03:35:27","2021-10-14 03:35:27","","4476","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 03:32:25","2021-10-14 03:32:42","bus, rail","","RH","","sharedRH","2021-10-14 03:33:22","same","less","same","same","2021-10-14 03:33:35","agree","agree","agree","agree","agree","neutral","neutral","neutral","agree","agree","2021-10-14 03:34:09","2021-10-14 03:34:14","2021-10-14 03:34:50","2021-10-14 03:35:14","attendant_no","0"
"f9JMsA2Oac2YhQdL6Dv79JgDkbHh_xEAV1yO8r-neSIlrmDLNQdN7v_q9-VlH_JK","2021-10-14 03:39:42","2021-10-14 03:43:39","2021-10-14 03:43:39","","493","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 03:39:42","2021-10-14 03:39:47","bus","","rail","","RH","2021-10-14 03:40:00","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-14 03:40:11","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-14 03:40:19","2021-10-14 03:40:22","2021-10-14 03:40:29","2021-10-14 03:40:55","attendant_no","0"
"_0jzJMj1HA4l_EG2IYXA2ELh1jzMfQYLYEuYh9TJJ2s5HEJ3NC9LWEyu8_eQBW0f","2021-10-14 03:42:41","2021-10-14 03:46:04","2021-10-14 03:46:04","","2533","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 03:42:42","2021-10-14 03:42:54","personalVehicle","","bus","","rail","2021-10-14 03:43:09","more","more","more","more","2021-10-14 03:43:27","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-14 03:43:35","2021-10-14 03:43:39","2021-10-14 03:43:44","2021-10-14 03:43:52","attendant_no","0"
"1UaxhNT1yLAX8adNCC_-kVw6IdEg5nDBkcj8F3ggWj28EC5zzqyEV99oqa0bQztq","2021-10-14 03:46:56","2021-10-14 03:48:24","2021-10-14 03:48:24","","3175","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 03:46:57","2021-10-14 03:47:07","personalVehicle","","bus","","rail","2021-10-14 03:47:21","more","more","more","more","2021-10-14 03:47:31","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agree","agree","agree","agreeStrong","agreeStrong","agreeStrong","2021-10-14 03:47:50","2021-10-14 03:47:53","2021-10-14 03:48:05","2021-10-14 03:48:16","attendant_yes","1"
"gDHkRvFVyfjL4Nx27jBJXsi1bxEqz1ji_xBvw9ZsVZyem8c2IpZ9Gcu0VqW34ygP","2021-10-14 03:55:36","2021-10-14 03:59:20","2021-10-14 03:59:20","","2012","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 03:55:37","2021-10-14 03:55:42","personalVehicle","","bus","","rail","2021-10-14 03:55:52","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-14 03:55:57","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-14 03:56:03","2021-10-14 03:56:26","2021-10-14 03:56:31","2021-10-14 03:56:39","attendant_no","0"
"GbBh7jEjfsXZPC-rOaX17GiPZNbV1sNvqSRvzCJcNWi-6gnxNYIaoCdr93kFxBIf","2021-10-14 03:57:26","2021-10-14 04:00:07","2021-10-14 04:00:07","","2324","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 03:57:26","2021-10-14 03:57:32","personalVehicle","","bus","","rail","2021-10-14 03:57:46","more","more","more","more","2021-10-14 03:58:00","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-14 03:58:08","2021-10-14 03:58:13","2021-10-14 03:58:25","2021-10-14 03:58:30","attendant_no","0"
"mpgOVkK8bufvJgXCwbVaLc0Agn7yD-X5urbJHIa2pxeU2hlSCiiYMH7IU30dUT_4","2021-10-14 04:03:11","2021-10-14 04:06:53","2021-10-14 04:06:54","","4264","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 04:03:12","2021-10-14 04:04:12","personalVehicle","","personalVehicle","","sharedRH","2021-10-14 04:04:37","neverUsed","neverUsed","less","less","2021-10-14 04:04:37","disagreeStrong","disagree","neutral","disagree","neutral","neutral","disagree","agree","agreeStrong","agree","2021-10-14 04:06:12","2021-10-14 04:06:16","2021-10-14 04:06:36","2021-10-14 04:06:43","attendant_no","0"
"X_kaUd25En0WF8Mn81HAP3cVrOzj7PWAp6lJz1-wneABjtEjWrHfVgDdFX8dgyvW","2021-10-14 04:07:58","2021-10-14 04:15:51","2021-10-14 04:15:51","","3073","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-14 04:07:59","2021-10-14 04:08:04","personalVehicle","","bus","","RH","2021-10-14 04:08:26","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-14 04:08:31","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","2021-10-14 04:08:42","2021-10-14 04:08:46","2021-10-14 04:08:52","2021-10-14 04:08:57","attendant_no","0"
